[0, 1.6689300537109375e-06]
[1893, 0.016698360443115234]
[1894, 0.017128944396972656]
[1895, 0.016736745834350586]
[1896, 0.01698589324951172]
[1897, 0.016696691513061523]
[1898, 0.01730203628540039]
[1899, 0.016571760177612305]
[1900, 0.016736745834350586]
[1901, 0.01698470115661621]
[1902, 0.016664505004882812]
[1903, 0.016736268997192383]
[1904, 0.016735553741455078]
[1905, 0.016919374465942383]
[1906, 0.016996145248413086]
[1907, 0.0167694091796875]
[1908, 0.01688075065612793]
[1909, 0.016855716705322266]
[1910, 0.016719341278076172]
[1911, 0.017132997512817383]
[1912, 0.016919851303100586]
[1913, 0.016797542572021484]
[1914, 0.01674056053161621]
[1915, 0.017166614532470703]
[1916, 0.01681828498840332]
[1917, 0.016814708709716797]
[1918, 0.017227888107299805]
[1919, 0.01685357093811035]
[1920, 0.017006635665893555]
[1921, 0.016992568969726562]
[1922, 0.01684713363647461]
[1923, 0.016891002655029297]
[1924, 0.01715850830078125]
[1925, 0.01725602149963379]
[1926, 0.017547130584716797]
[1927, 0.017067670822143555]
[1928, 0.01697516441345215]
[1929, 0.017244338989257812]
[1930, 0.017010927200317383]
[1931, 0.017049551010131836]
[1932, 0.017048358917236328]
[1933, 0.017058849334716797]
[1934, 0.017732620239257812]
[1935, 0.01713705062866211]
[1936, 0.017174482345581055]
[1937, 0.017052173614501953]
[1938, 0.01721048355102539]
[1939, 0.01711273193359375]
[1940, 0.017126798629760742]
[1941, 0.0172121524810791]
[1942, 0.017215251922607422]
[1943, 0.01719045639038086]
[1944, 0.01722884178161621]
[1945, 0.017315149307250977]
[1946, 0.017276287078857422]
[1947, 0.017380237579345703]
[1948, 0.017168521881103516]
[1949, 0.017241954803466797]
[1950, 0.01738452911376953]
[1951, 0.017505884170532227]
[1952, 0.01750779151916504]
[1953, 0.017110347747802734]
[1954, 0.017292261123657227]
[1955, 0.017258644104003906]
[1956, 0.017469167709350586]
[1957, 0.01725459098815918]
[1958, 0.017327308654785156]
[1959, 0.01740407943725586]
[1960, 0.01729297637939453]
[1961, 0.01731586456298828]
[1962, 0.01755833625793457]
[1963, 0.01749134063720703]
[1964, 0.018015623092651367]
[1965, 0.01759171485900879]
[1966, 0.017316341400146484]
[1967, 0.017490386962890625]
[1968, 0.017548322677612305]
[1969, 0.017706632614135742]
[1970, 0.01774311065673828]
[1971, 0.01752305030822754]
[1972, 0.017616987228393555]
[1973, 0.0176084041595459]
[1974, 0.017699480056762695]
[1975, 0.017576932907104492]
[1976, 0.01747870445251465]
[1977, 0.01810312271118164]
[1978, 0.017577171325683594]
[1979, 0.017770767211914062]
[1980, 0.018331050872802734]
[1981, 0.017597198486328125]
[1982, 0.017702579498291016]
[1983, 0.017591476440429688]
[1984, 0.017707109451293945]
[1985, 0.017934560775756836]
[1986, 0.017639636993408203]
[1987, 0.018011808395385742]
[1988, 0.017809152603149414]
[1989, 0.017976999282836914]
[1990, 0.0178983211517334]
[1991, 0.017878055572509766]
[1992, 0.017978906631469727]
[1993, 0.017777681350708008]
[1994, 0.017917156219482422]
[1995, 0.018054723739624023]
[1996, 0.01777935028076172]
[1997, 0.0181121826171875]
[1998, 0.01782822608947754]
[1999, 0.017904281616210938]
[2000, 0.01793980598449707]
[2001, 0.01792144775390625]
[2002, 0.01826643943786621]
[2003, 0.018128633499145508]
[2004, 0.018503665924072266]
[2005, 0.017998933792114258]
[2006, 0.01805877685546875]
[2007, 0.018194913864135742]
[2008, 0.018138647079467773]
[2009, 0.018131256103515625]
[2010, 0.01840806007385254]
[2011, 0.017961978912353516]
[2012, 0.018368959426879883]
[2013, 0.017986059188842773]
[2014, 0.018239259719848633]
[2015, 0.018284082412719727]
[2016, 0.018581628799438477]
[2017, 0.018062353134155273]
[2018, 0.018246173858642578]
[2019, 0.018063068389892578]
[2020, 0.018067598342895508]
[2021, 0.018284082412719727]
[2022, 0.018470048904418945]
[2023, 0.018105268478393555]
[2024, 0.01851058006286621]
[2025, 0.018136978149414062]
[2026, 0.018509387969970703]
[2027, 0.0185396671295166]
[2028, 0.018143177032470703]
[2029, 0.019179582595825195]
[2030, 0.018463850021362305]
[2031, 0.018245458602905273]
[2032, 0.01890730857849121]
[2033, 0.019128799438476562]
[2034, 0.01836705207824707]
[2035, 0.018307924270629883]
[2036, 0.018457889556884766]
[2037, 0.0183258056640625]
[2038, 0.01832747459411621]
[2039, 0.01877880096435547]
[2040, 0.018311262130737305]
[2041, 0.018311500549316406]
[2042, 0.018695354461669922]
[2043, 0.018417835235595703]
[2044, 0.01839470863342285]
[2045, 0.01853775978088379]
[2046, 0.019145727157592773]
[2047, 0.018352031707763672]
[2048, 0.018718242645263672]
[2049, 0.018555641174316406]
[2050, 0.018481016159057617]
[2051, 0.018650293350219727]
[2052, 0.018754005432128906]
[2053, 0.01853799819946289]
[2054, 0.019167661666870117]
[2055, 0.018568038940429688]
[2056, 0.018778085708618164]
[2057, 0.01893019676208496]
[2058, 0.018789052963256836]
[2059, 0.01875782012939453]
[2060, 0.018638134002685547]
[2061, 0.01881122589111328]
[2062, 0.018975496292114258]
[2063, 0.019192218780517578]
[2064, 0.018695831298828125]
[2065, 0.018881559371948242]
[2066, 0.0188295841217041]
[2067, 0.018851518630981445]
[2068, 0.01877593994140625]
[2069, 0.018873929977416992]
[2070, 0.019168853759765625]
[2071, 0.018923521041870117]
[2072, 0.01876091957092285]
[2073, 0.018862247467041016]
[2074, 0.019031763076782227]
[2075, 0.018799304962158203]
[2076, 0.01943802833557129]
[2077, 0.019017696380615234]
[2078, 0.019443511962890625]
[2079, 0.018920421600341797]
[2080, 0.01935267448425293]
[2081, 0.019013404846191406]
[2082, 0.019085168838500977]
[2083, 0.019177913665771484]
[2084, 0.01888871192932129]
[2085, 0.01918172836303711]
[2086, 0.0189511775970459]
[2087, 0.019025564193725586]
[2088, 0.019049882888793945]
[2089, 0.01955723762512207]
[2090, 0.0191192626953125]
[2091, 0.019134044647216797]
[2092, 0.019051313400268555]
[2093, 0.019374370574951172]
[2094, 0.019144535064697266]
[2095, 0.019741296768188477]
[2096, 0.01954817771911621]
[2097, 0.01925826072692871]
[2098, 0.019331932067871094]
[2099, 0.019186973571777344]
[2100, 0.019208192825317383]
[2101, 0.01966571807861328]
[2102, 0.01943683624267578]
[2103, 0.019654512405395508]
[2104, 0.019371509552001953]
[2105, 0.01930856704711914]
[2106, 0.019222736358642578]
[2107, 0.019611120223999023]
[2108, 0.01929330825805664]
[2109, 0.019337177276611328]
[2110, 0.019458293914794922]
[2111, 0.019560575485229492]
[2112, 0.019356966018676758]
[2113, 0.01932072639465332]
[2114, 0.019356250762939453]
[2115, 0.01954197883605957]
[2116, 0.020274639129638672]
[2117, 0.01957535743713379]
[2118, 0.01959824562072754]
[2119, 0.019550323486328125]
[2120, 0.019913911819458008]
[2121, 0.019672870635986328]
[2122, 0.01966261863708496]
[2123, 0.020162105560302734]
[2124, 0.019583940505981445]
[2125, 0.01970696449279785]
[2126, 0.019678592681884766]
[2127, 0.019811153411865234]
[2128, 0.019725322723388672]
[2129, 0.019528627395629883]
[2130, 0.019930601119995117]
[2131, 0.019579648971557617]
[2132, 0.02034163475036621]
[2133, 0.020023345947265625]
